# A7 · baseline de hits de los patrones B7 sobre v0 (tag v0), generada 2026-08-16.
# Uso: regenerar sobre la versión candidata con la misma lógica (cuerpo sin frontmatter; regex de biblia/b7-patrones-A.txt y biblia/b7-patrones-B.txt, una expresión -E por línea, case-insensitive) y listar a A7 solo las filas NUEVAS o MODIFICADAS.
# Un hit no es una falta (B7 §3). Nivel A = lectura obligatoria de A7 si es nuevo; nivel B = lectura si el capítulo es disparador o la línea menciona a Jean/Koppangen/26-nov.
# Falso positivo conocido de nivel B: «Cuchillo» como nombre de continuidad (caps. 13, 15, 17, 30, 36, 38); filtrar \bCuchillo\b con distinción de mayúsculas antes de listar.
nivel	fichero	linea	patron	texto
A	cap-18.md	15	descans|\bpaz\b|liberaci|liber[óo]|alivio|por fin|al fin\b|l[óo]gic|coherente con ella|valiente|cobard|ego[íi]s|d[ée]bil|no pudo m[áa]s|mejor as[íi]|mejor muerta	Nora señaló sobre el teclado las posiciones uno, tres y cinco, sin hacerlo sonar. La clave de Gunnar llevaba más de una semana fingiendo ser una serie de números; por fin tenía la forma de una digitación.
A	cap-18.md	19	descans|\bpaz\b|liberaci|liber[óo]|alivio|por fin|al fin\b|l[óo]gic|coherente con ella|valiente|cobard|ego[íi]s|d[ée]bil|no pudo m[áa]s|mejor as[íi]|mejor muerta	La tarjeta descansaba junto a la estación de audio, dentro de una funda transparente. El aula MD olía a polvo caliente y a goma de cables. Había atriles apilados contra una pared y marcas de cinta de colores en el suelo. El teclado ocupaba la mesa donde en mayo le habían pedido que esperase el resultado de la primera prueba.
B	cap-18.md	103	explica|fases del duelo|superar|cerrar el duelo|pasar p[áa]gina|seguir adelante|sanar|curar|se[ñn]ales|pod[íi]ais haber|si hubier|deber[íi]ais	Ningún nombre. Ninguna explicación de qué era la salida, qué se le había pedido ni de dónde procedía el contexto.
A	cap-18.md	191	se fue|se ha ido|nos dej[óo]|nos ha dejado|demasiado pronto|perdimos a	—Gunnar ha muerto. Ese dictamen ha salido demasiado pronto. Jessie, aléjate de la ventana. Yo llamo a Astrid y guardo la tarjeta.
B	cap-18.md	197	perd[óo]n|lo siento|os quiero|te quiero|\bcuidad\b|\bcuidaos\b|prometo|no es culpa|no llor|s[ée] fuerte	—Gunnar muerto no rellena los rectángulos grises. Perdón. No quería decirlo así.
B	cap-18.md	241	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Las coordenadas delimitaban un rectángulo estrecho junto a un fiordo, no una dirección.
B	cap-18.md	243	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Maja abrió el ordenador de trabajo, cargó el mapa de la red oceanográfica y desplazó la costa hasta Lyngen. La forma del saliente coincidió antes que los números. Sørkoppen apareció en el margen, cuatro kilómetros al sur de Koppangen.
B	cap-19.md	15	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	El ferry atrapó las ruedas del coche corporativo entre dos calzos amarillos mientras Mats arrancaba la funda de papel de un gofre.
B	cap-19.md	35	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Al final figuraba una fotografía aérea de la cala y el aparcamiento. Detrás se levantaban dos naves rectangulares. Una conducción desaparecía bajo el agua. Alana amplió la imagen hasta que los píxeles deshicieron los límites del edificio.
B	cap-19.md	57	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Continuaron por la península. En Lyngseidet, un quitanieves los obligó a reducir la marcha junto a la gasolinera. Más adelante desaparecieron las fachadas y quedaron los reflectores hundidos en nieve sucia, la pared de la montaña y, al otro lado, el Lyngenfjord bajo la luz azul del mediodía. La carretera se estrechó camino de Koppangen.
B	cap-19.md	59	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Jean había seguido por aquella carretera hasta que se acababa, en Koppangen.
B	cap-19.md	71	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Antes de dejarlos pasar, puso en marcha un vídeo de seguridad y dejó ante Alana una hoja de confidencialidad con la hora impresa, 13:17. La proyección mostró el punto de reunión, la alarma de evacuación y el equipo obligatorio en las zonas técnicas. Mats pulsó «comprendido» antes de que apareciera el botón. La recepcionista reinició el último tramo y marcó con rotulador el pasillo autorizado.
B	cap-19.md	83	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Alana conocía aquella clase de instalación. Había aprobado tres ampliaciones y defendido ante el Storting el uso del fiordo como ventaja energética. Bajo las suelas persistía la vibración mínima de las bombas. El rumor grave de los ventiladores sonaba como mar detrás de una pared.
B	cap-19.md	171	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Una puerta automática comunicaba Operaciones con la galería de observación. Mats pasó su tarjeta y la hoja de cristal se apartó. Entraron.
B	cap-19.md	199	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Un conducto ancho cruzaba el techo de la sala y entraba en la pared orientada al fiordo. Alana lo siguió con la vista hasta que el metal desapareció. En el esquema de la galería, el circuito marino abierto —toma, intercambiador, retorno— aparecía separado de los dos lazos interiores cerrados y redundantes. La barra naranja de `JM-L/0000` permaneció inmóvil a una fracción del límite. Mats aguardaba a su lado.
B	cap-20.md	17	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Un rectángulo ámbar brillaba en la lámina. Maja permaneció junto al sendero. Detrás de ella, el coche seguía encendido, con Nora en el asiento trasero y el vaho velando los cristales. Jessie se había apoyado en el capó, el teléfono bajo la manga de la sudadera. No apartaba los ojos de Alana.
B	cap-20.md	37	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Alana miró el coche. Apenas distinguía el contorno de Nora tras el vaho.
A	cap-20.md	61	descans|\bpaz\b|liberaci|liber[óo]|alivio|por fin|al fin\b|l[óo]gic|coherente con ella|valiente|cobard|ego[íi]s|d[ée]bil|no pudo m[áa]s|mejor as[íi]|mejor muerta	Maja avanzó por fin, pero dejó la clave en el banco.
B	cap-20.md	209	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Jessie rodeó el coche y ocupó el asiento delantero. Guardó el teléfono en el bolsillo interior de la sudadera.
A	cap-21.md	73	Despedida|nota de despedida|carta de despedida|mensaje de despedida|adi[óo]s|[úu]ltimo mensaje|[úu]ltima frase|[úu]ltimas palabras	Una despedida puede ser una broma o una orden de no volver. Jean deriva el caso porque ha perdido el intercambio anterior. En la tarea siguiente ya no conserva qué relación alteraba el sentido.
A	cap-22.md	105	por qu[ée] lo hizo|por qu[ée] se |por qu[ée] Koppangen|la causa de|el motivo de|la raz[óo]n de	—La memoria contextual es la razón de que ARGOS supere a un clasificador corriente.
A	cap-22.md	121	descans|\bpaz\b|liberaci|liber[óo]|alivio|por fin|al fin\b|l[óo]gic|coherente con ella|valiente|cobard|ego[íi]s|d[ée]bil|no pudo m[áa]s|mejor as[íi]|mejor muerta	—Si exige una renovación que solo puede prestar el propio sujeto, cada muerte vuelve inutilizable el corpus. El plazo biológico estaría decidiendo por nosotros. No… estaría decidiendo qué opciones podemos ofrecer.
A	cap-22.md	135	por qu[ée] lo hizo|por qu[ée] se |por qu[ée] Koppangen|la causa de|el motivo de|la raz[óo]n de	Nora le mostró el mensaje. Era una cita de entrega voluntaria emitida por la TKS: indicaba aquel banco y una hora, no el motivo de la presencia de Astrid en «Fyret». Astrid se quedó de pie.
B	cap-23.md	17	pecho|desnud|bes[óo]|\bbeso|guapa|labios|piernas|muslo|sujetador|ropa interior|\bsexo|sexual|novi[oa]s?\b	Nora tenía las manos debajo de los muslos, sentada en el taburete del piano. Una tecla del mi se había quedado un milímetro más baja que las demás. Llevaba meses así. A su izquierda, Astrid Vik sostenía la tableta apagada sobre las rodillas. Desde el marco de la puerta, Jessie fingía que solo pasaba.
B	cap-23.md	73	pecho|desnud|bes[óo]|\bbeso|guapa|labios|piernas|muslo|sujetador|ropa interior|\bsexo|sexual|novi[oa]s?\b	Nora sacó las manos de debajo de las piernas.
B	cap-23.md	93	perd[óo]n|lo siento|os quiero|te quiero|\bcuidad\b|\bcuidaos\b|prometo|no es culpa|no llor|s[ée] fuerte	Jean dejaba ese hueco antes de decir «Nora» cuando quería pedirle que bajara la música o que perdonase a Jessie.
A	cap-23.md	173	descans|\bpaz\b|liberaci|liber[óo]|alivio|por fin|al fin\b|l[óo]gic|coherente con ella|valiente|cobard|ego[íi]s|d[ée]bil|no pudo m[áa]s|mejor as[íi]|mejor muerta	Maja apartó la vista del altavoz y la dejó descansar en el frontal cerrado del piano.
A	cap-23.md	185	hacer(se|te|me) da[ñn]o|ideaci[óo]n|sufri|sin dolor|no sufr	La llevaba consigo desde la confesión de Alana. En todas sus versiones, la respuesta llegaba antes que la pregunta. Sí. Estoy aquí. Soy yo. Las palabras que una hija fabricaría para hacerse daño con precisión.
B	cap-23.md	193	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Un coche pasó por la calle y proyectó dos barras de luz sobre el techo. Maja mantuvo la mano junto al terminal. Astrid dejó de escribir. En el marco, Jessie hundió un hombro en la madera.
B	cap-23.md	235	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Una de las patas de aquel banco se hundía en primavera y obligaba a sentarse torcido. Jean lo escogía porque desde allí podía vigilar a las gemelas sin levantarse cada vez que corrían hacia el agua.
B	cap-23.md	251	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Mezclo las tardes. En una, Jessie se cayó al agua. En otra, Jean encontró un guante. Si pongo las voces, inventaré quién dijo qué.
A	cap-23.md	255	[úu]ltimas horas|[úu]ltimo trayecto|trayecto final|la tarde del 26|aquella tarde|aquella noche|orilla	La Jardinera retiró dos siluetas que acababan de aparecer junto a la orilla. La fogata ajena permaneció. También el asiento torcido y la escarcha.
B	cap-23.md	263	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Nora encontró en la pantalla la mancha oscura donde el hielo se derretía bajo el banco. Jean había metido allí un guante perdido para que no se mojara más. Durante meses, cada vez que pasaban, las gemelas comprobaban si alguien había vuelto a buscarlo. La Jardinera había omitido el guante.
B	cap-23.md	293	alcohol|beb[ií]|borrach|fumar|porro|droga|cortarse|se cort[óo]|autolesi|vomit|dej[óo] de comer|no com[íi]a|adelgaz	El audio se cortó en mitad del siseo. La imagen desapareció. Después se apagó el cuadro de texto y quedó una pantalla blanca con el aviso en negro.
B	cap-24.md	15	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Tomas encontró la primera discrepancia a cuarenta pasos de la curva. La sal había borrado las marcas del coche, no el anclaje viejo bajo la barrera. La baliza nueva quedaba cuatro metros más al norte; el croquis daba a ambas la misma posición.
B	cap-24.md	19	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Tomas midió desde cada base hasta la curva. La baliza retirada perdía la visión tres segundos antes que la nueva. Allí empezaba la «supresión manual continuada» del dictamen. Un conductor que anulara la asistencia habría conservado delante una franja completa de carretera. Los registros decían otra cosa: pérdida de referencia, corrección tardía y salida de carril.
B	cap-24.md	21	explica|fases del duelo|superar|cerrar el duelo|pasar p[áa]gina|seguir adelante|sanar|curar|se[ñn]ales|pod[íi]ais haber|si hubier|deber[íi]ais	Tomas se agachó junto a la base de la barrera. Bajo la chapa quedaba el cable cortado de la baliza anterior, recogido con una brida blanca. Leyó la fecha del precinto. La habían sustituido después de descargar la telemetría del tramo. La reconstrucción había usado la posición nueva para explicar una señal emitida por la antigua.
A	cap-24.md	35	atestado|forense|autopsia|cad[áa]ver|efectos personales|levantamiento|el cuerpo de Jean|la encontr	El vehículo esperaba en el depósito forense con la batería aislada y una funda sobre la chapa golpeada. El terminal de servicio estaba enchufado al puerto delantero. Olía a caucho y limpiador industrial.
B	cap-24.md	71	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Kronfjord Kapital contrataba a Hvelv Sikkerhet para proteger las claves de mantenimiento de la flota. Su CA intermedia había emitido el certificado hoja, limitado a aquel vehículo. La intervención figuraba como «diligencia de activo crítico», sin orden de trabajo ni aceptación del propietario.
B	cap-24.md	81	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Tomas solicitó la exportación con custodia, incorporó la hoja Hvelv y dejó abierta a su nombre la posible manipulación deliberada con resultado mortal.
B	cap-24.md	93	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—El coche de Rydberg recibió una actualización no autorizada. El certificado conduce al proveedor de seguridad de la cadena de Kronfjord Kapital.
B	cap-24.md	95	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Al otro lado se oyó pasar una hoja.
B	cap-24.md	123	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Preservó el inventario de certificados hoja activos de la misma CA intermedia y programó su reconciliación para la mañana del lanzamiento.
B	cap-24.md	131	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Jessie vio el coche por tercera vez cuando Maja salió del aparcamiento del supermercado.
B	cap-24.md	141	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Maja tomó la entrada de una gasolinera. El coche gris las siguió hasta la zona de aspiradores y se detuvo dos plazas más allá. Dentro había una sola silueta. Jessie ya tenía el móvil fuera.
B	cap-24.md	147	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Caminó de frente hacia el otro coche con la cámara levantada. Grabó la matrícula, el distintivo del parabrisas y el rostro que se apartó tras el reflejo. Cuando el conductor puso el intermitente para salir, Jessie se desplazó para mantener la matrícula en cuadro y quedó a dos metros del capó.
B	cap-24.md	159	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	El coche avanzó medio metro. Maja apartó a Jessie y ella retrocedió sin bajar el móvil. Dos empleados miraban desde la puerta de la gasolinera.
B	cap-24.md	165	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	La patrulla tardó siete minutos. Jessie vinculó llamada y cámaras a su denuncia. El vídeo situaba matrícula, distintivo y rostro antes del avance del coche.
B	cap-24.md	177	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Al comenzar la segunda hora entró Maja. Una cámara municipal situaba el coche ante la casa. La empresa alegaba una evaluación autorizada de exposición, pero no aportaba la autorización.
B	cap-24.md	193	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Él ha sido identificado y su conducta se revisará —dijo la funcionaria—. Tú eres menor y te pusiste delante de un coche en marcha.
B	cap-24.md	205	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Al salir de la comisaría, el coche gris ya no estaba. Maja había revisado el aparcamiento antes de abrirle la puerta, sin decir lo que buscaba. Ahora cambiaba de carril con tiempo y dejaba pasar dos semáforos en ámbar. Jessie observó cada par de faros que repetía un giro. Ninguno llegó al tercero.
B	cap-24.md	209	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Maja mantuvo las dos manos en el volante. Pasaron bajo las luces del puente. Jessie miró la matrícula congelada en la pantalla.
A	cap-25.md	83	descans|\bpaz\b|liberaci|liber[óo]|alivio|por fin|al fin\b|l[óo]gic|coherente con ella|valiente|cobard|ego[íi]s|d[ée]bil|no pudo m[áa]s|mejor as[íi]|mejor muerta	`MOTIVO · INTERRUPCIÓN BIOLÓGICA`
B	cap-25.md	105	explica|fases del duelo|superar|cerrar el duelo|pasar p[áa]gina|seguir adelante|sanar|curar|se[ñn]ales|pod[íi]ais haber|si hubier|deber[íi]ais	—¿Qué hiciste con las señales?
A	cap-25.md	115	descans|\bpaz\b|liberaci|liber[óo]|alivio|por fin|al fin\b|l[óo]gic|coherente con ella|valiente|cobard|ego[íi]s|d[ée]bil|no pudo m[áa]s|mejor as[íi]|mejor muerta	La hora de una amenaza citada entra junto a las 21:52 y desplaza `INTERRUPCIÓN BIOLÓGICA`.
B	cap-26.md	23	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Le dio a Nora un cubo pequeño para que llenase el depósito de la cocina. A Maja le enseñó dónde dejar las botas y le encargó sacar por la mañana la ceniza fría. Parte del equipaje seguía en el coche y ninguna sabía cuánto tiempo podría llamar suyo a aquel cuarto.
B	cap-26.md	27	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b || alcohol|beb[ií]|borrach|fumar|porro|droga|cortarse|se cort[óo]|autolesi|vomit|dej[óo] de comer|no com[íi]a|adelgaz	Con el cuaderno pautado bajo el brazo, Nora subió mientras Jessie se encerraba en el baño. El agua golpeó el plato de la ducha durante tanto rato que Maja se levantó dos veces para echar otro leño y una tercera para retirar del fuego la cafetera, incapaz de sentarse mientras el chorro ocultara cualquier otro sonido. Cerca del final, el chorro se cortó. Al otro lado de la puerta llegó una aspiración rota. Después volvió el agua.
B	cap-26.md	33	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Como preguntes, me vuelvo al coche.
B	cap-26.md	39	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Con la barbilla, Aslak señaló la escalera. Jessie subió. Al cabo de pocos minutos, la muchacha se durmió por primera vez en una semana sin rondar por las habitaciones.
B	cap-26.md	51	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Sobre la mesa, Maja apoyó los antebrazos. Había ensayado una versión corta durante el trayecto desde Tromsøya. Allí, con Jessie dormida arriba y el coche a medias delante de la puerta, cada omisión sonaba a una forma barata de protección.
B	cap-26.md	59	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Eso es lo que miden el archivo y el agua —dijo Maja.
B	cap-26.md	61	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Mientras rehacía el empalme de un cabo fino, Aslak escuchó. Pasó la fibra por sus dedos, la tensó y la devolvió a la mesa.
B	cap-26.md	63	explica|fases del duelo|superar|cerrar el duelo|pasar p[áa]gina|seguir adelante|sanar|curar|se[ñn]ales|pod[íi]ais haber|si hubier|deber[íi]ais	Maja resumió la compilación, la cuarta nota y la sesión de La Jardinera. Conservaba recuerdos contrastables y dijo que no era toda Jean. El canal cayó sin explicación.
B	cap-26.md	73	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Yo puedo mirar el agua. Hasta ahí.
B	cap-26.md	79	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Un coche siguió a Jessie por tres lugares. Grabó la matrícula y lo encaró. La policía la retuvo dos horas.
B	cap-26.md	83	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Después de dejar el cabo, Aslak abrió el armario bajo el fregadero, sacó una lata redonda de galletas danesas y la puso cerrada sobre la mesa.
B	cap-26.md	87	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Lo del coche se queda donde está. En esta lata guardo otra fecha y otra sociedad.
B	cap-26.md	93	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Las alegaciones marcaban la pesca local, el acceso al varadero y a los naust, el almacenamiento de artes y un caladero estacional. Entre los titulares, Maja reconoció a personas con las que había mantenido AK-7.
B	cap-26.md	139	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b || explica|fases del duelo|superar|cerrar el duelo|pasar p[áa]gina|seguir adelante|sanar|curar|se[ñn]ales|pod[íi]ais haber|si hubier|deber[íi]ais	Maja señaló el punto de la pluma. Al cruzar la temperatura con los perfiles de corriente, los picos se agrupaban y cambiaban de forma con cada inversión del agua. Los partes del permiso no lo explicaban.
